Course,Section,Credits,Start Time,End Time,Day,Location
3656 - ENGL 097 Beginning Grammar and Writing,E   ,5.0,75,81,1,GWH 378
3656 - ENGL 097 Beginning Grammar and Writing,E   ,5.0,75,81,3,GWH 378
3666 - ENGL 098 Introduction to College Writing,AC  ,5.0,61,74,1,GWH 378
3666 - ENGL 098 Introduction to College Writing,AC  ,5.0,61,74,3,GWH 378
3664 - ENGL 098 Introduction to College Writing,B   ,5.0,61,67,1,GWH 284
3664 - ENGL 098 Introduction to College Writing,B   ,5.0,61,67,2,GWH 284
3664 - ENGL 098 Introduction to College Writing,B   ,5.0,61,67,3,GWH 284
3664 - ENGL 098 Introduction to College Writing,B   ,5.0,61,67,4,GWH 284
3668 - ENGL 098 Introduction to College Writing,E   ,5.0,68,74,1,GWH 386
3668 - ENGL 098 Introduction to College Writing,E   ,5.0,68,74,2,GWH 386
3668 - ENGL 098 Introduction to College Writing,E   ,5.0,68,74,3,GWH 386
3668 - ENGL 098 Introduction to College Writing,E   ,5.0,68,74,4,GWH 386
3670 - ENGL 098 Introduction to College Writing,F   ,5.0,75,81,1,GWH 376
3670 - ENGL 098 Introduction to College Writing,F   ,5.0,75,81,2,GWH 376
3670 - ENGL 098 Introduction to College Writing,F   ,5.0,75,81,3,GWH 376
3670 - ENGL 098 Introduction to College Writing,F   ,5.0,75,81,4,GWH 376
3674 - ENGL 098 Introduction to College Writing,S   ,5.0,103,116,2,GWH 378
3674 - ENGL 098 Introduction to College Writing,S   ,5.0,103,116,4,GWH 378
3804 - ENGL 105 Creative Nonfiction,A   ,5.0,54,60,1,GWH 282
3804 - ENGL 105 Creative Nonfiction,A   ,5.0,54,60,2,GWH 282
3804 - ENGL 105 Creative Nonfiction,A   ,5.0,54,60,3,GWH 282
3804 - ENGL 105 Creative Nonfiction,A   ,5.0,54,60,4,GWH 282
3808 - ENGL 108 Fiction I,A   ,5.0,47,53,1,GWH 282
3808 - ENGL 108 Fiction I,A   ,5.0,47,53,2,GWH 282
3808 - ENGL 108 Fiction I,A   ,5.0,47,53,3,GWH 282
3808 - ENGL 108 Fiction I,A   ,5.0,47,53,4,GWH 282
3810 - ENGL 108 Fiction I,HY  ,5.0,103,116,1,GWH 264
3826 - ENGL 165 Nonfiction II,A   ,5.0,54,60,1,GWH 282
3826 - ENGL 165 Nonfiction II,A   ,5.0,54,60,2,GWH 282
3826 - ENGL 165 Nonfiction II,A   ,5.0,54,60,3,GWH 282
3826 - ENGL 165 Nonfiction II,A   ,5.0,54,60,4,GWH 282
3830 - ENGL 168 Fiction II,A   ,5.0,47,53,1,GWH 282
3830 - ENGL 168 Fiction II,A   ,5.0,47,53,2,GWH 282
3830 - ENGL 168 Fiction II,A   ,5.0,47,53,3,GWH 282
3830 - ENGL 168 Fiction II,A   ,5.0,47,53,4,GWH 282
3832 - ENGL 168 Fiction II,HY  ,5.0,103,116,1,GWH 264
3842 - ENGL 205 Nonfiction III,A   ,5.0,54,60,1,GWH 282
3842 - ENGL 205 Nonfiction III,A   ,5.0,54,60,2,GWH 282
3842 - ENGL 205 Nonfiction III,A   ,5.0,54,60,3,GWH 282
3842 - ENGL 205 Nonfiction III,A   ,5.0,54,60,4,GWH 282
3846 - ENGL 208 Fiction III,A   ,5.0,47,53,1,GWH 282
3846 - ENGL 208 Fiction III,A   ,5.0,47,53,2,GWH 282
3846 - ENGL 208 Fiction III,A   ,5.0,47,53,3,GWH 282
3846 - ENGL 208 Fiction III,A   ,5.0,47,53,4,GWH 282
3848 - ENGL 208 Fiction III,HY  ,5.0,103,116,1,GWH 264
3890 - ENGL 251 Myth and Literature of Greece and Rome,A   ,5.0,68,74,1,GWH 382
3890 - ENGL 251 Myth and Literature of Greece and Rome,A   ,5.0,68,74,2,GWH 382
3890 - ENGL 251 Myth and Literature of Greece and Rome,A   ,5.0,68,74,3,GWH 382
3890 - ENGL 251 Myth and Literature of Greece and Rome,A   ,5.0,68,74,4,GWH 382
3692 - ENGL& 101 English Composition I,A   ,5.0,47,53,1,GWH 386
3692 - ENGL& 101 English Composition I,A   ,5.0,47,53,2,GWH 386
3692 - ENGL& 101 English Composition I,A   ,5.0,47,53,3,GWH 386
3692 - ENGL& 101 English Composition I,A   ,5.0,47,53,4,GWH 386
3700 - ENGL& 101 English Composition I,AC  ,5.0,61,74,1,GWH 378
3700 - ENGL& 101 English Composition I,AC  ,5.0,61,74,3,GWH 378
3696 - ENGL& 101 English Composition I,E   ,5.0,54,60,1,GWH 386
3696 - ENGL& 101 English Composition I,E   ,5.0,54,60,2,GWH 386
3696 - ENGL& 101 English Composition I,E   ,5.0,54,60,3,GWH 386
3696 - ENGL& 101 English Composition I,E   ,5.0,54,60,4,GWH 386
3702 - ENGL& 101 English Composition I,G   ,5.0,61,67,1,GWH 166
3702 - ENGL& 101 English Composition I,G   ,5.0,61,67,2,GWH 166
3702 - ENGL& 101 English Composition I,G   ,5.0,61,67,3,GWH 166
3702 - ENGL& 101 English Composition I,G   ,5.0,61,67,4,GWH 166
3704 - ENGL& 101 English Composition I,H   ,5.0,61,67,1,GWH 152
3704 - ENGL& 101 English Composition I,H   ,5.0,61,67,2,GWH 152
3704 - ENGL& 101 English Composition I,H   ,5.0,61,67,3,GWH 152
3704 - ENGL& 101 English Composition I,H   ,5.0,61,67,4,GWH 152
3694 - ENGL& 101 English Composition I,HY  ,5.0,49,58,1,GWH 378
3694 - ENGL& 101 English Composition I,HY  ,5.0,49,58,3,GWH 378
3706 - ENGL& 101 English Composition I,I   ,5.0,61,67,1,GWH 282
3706 - ENGL& 101 English Composition I,I   ,5.0,61,67,2,GWH 282
3706 - ENGL& 101 English Composition I,I   ,5.0,61,67,3,GWH 282
3706 - ENGL& 101 English Composition I,I   ,5.0,61,67,4,GWH 282
3712 - ENGL& 101 English Composition I,K   ,5.0,61,74,1,GWH 288
3712 - ENGL& 101 English Composition I,K   ,5.0,61,74,3,GWH 288
3724 - ENGL& 101 English Composition I,MO  ,5.0,77,90,1,TYE 301
3724 - ENGL& 101 English Composition I,MO  ,5.0,77,90,3,TYE 301
3716 - ENGL& 101 English Composition I,N   ,5.0,68,74,1,GWH 166
3716 - ENGL& 101 English Composition I,N   ,5.0,68,74,2,GWH 166
3716 - ENGL& 101 English Composition I,N   ,5.0,68,74,3,GWH 166
3716 - ENGL& 101 English Composition I,N   ,5.0,68,74,4,GWH 166
3718 - ENGL& 101 English Composition I,O   ,5.0,75,81,1,GWH 284
3718 - ENGL& 101 English Composition I,O   ,5.0,75,81,2,GWH 284
3718 - ENGL& 101 English Composition I,O   ,5.0,75,81,3,GWH 284
3718 - ENGL& 101 English Composition I,O   ,5.0,75,81,4,GWH 284
3720 - ENGL& 101 English Composition I,P   ,5.0,75,88,1,GWH 152
3720 - ENGL& 101 English Composition I,P   ,5.0,75,88,3,GWH 152
3726 - ENGL& 101 English Composition I,R   ,5.0,75,88,2,GWH 378
3726 - ENGL& 101 English Composition I,R   ,5.0,75,88,4,GWH 378
3728 - ENGL& 101 English Composition I,S   ,5.0,103,116,1,GWH 274
3728 - ENGL& 101 English Composition I,S   ,5.0,103,116,3,GWH 274
3730 - ENGL& 101 English Composition I,T   ,5.0,103,116,2,GWH 274
3730 - ENGL& 101 English Composition I,T   ,5.0,103,116,4,GWH 274
3754 - ENGL& 102 Composition II,A   ,5.0,47,60,1,GWH 380
3754 - ENGL& 102 Composition II,A   ,5.0,47,60,3,GWH 380
3760 - ENGL& 102 Composition II,E   ,5.0,54,60,1,GWH 382
3760 - ENGL& 102 Composition II,E   ,5.0,54,60,2,GWH 382
3760 - ENGL& 102 Composition II,E   ,5.0,54,60,3,GWH 382
3760 - ENGL& 102 Composition II,E   ,5.0,54,60,4,GWH 382
3762 - ENGL& 102 Composition II,F   ,5.0,61,67,1,GWH 388
3762 - ENGL& 102 Composition II,F   ,5.0,61,67,2,GWH 388
3762 - ENGL& 102 Composition II,F   ,5.0,61,67,3,GWH 388
3762 - ENGL& 102 Composition II,F   ,5.0,61,67,4,GWH 388
3780 - ENGL& 102 Composition II,HN  ,5.0,75,81,1,GWH 286
3780 - ENGL& 102 Composition II,HN  ,5.0,75,81,2,GWH 286
3780 - ENGL& 102 Composition II,HN  ,5.0,75,81,3,GWH 286
3780 - ENGL& 102 Composition II,HN  ,5.0,75,81,4,GWH 286
3766 - ENGL& 102 Composition II,HY2 ,5.0,61,70,1,IND 103
3766 - ENGL& 102 Composition II,HY2 ,5.0,61,70,3,IND 103
3782 - ENGL& 102 Composition II,HY3 ,5.0,75,84,2,GWH 386
3782 - ENGL& 102 Composition II,HY3 ,5.0,75,84,4,GWH 386
3768 - ENGL& 102 Composition II,I   ,5.0,61,67,1,GWH 168
3768 - ENGL& 102 Composition II,I   ,5.0,61,67,3,GWH 168
3770 - ENGL& 102 Composition II,J   ,5.0,61,74,2,IND 103
3770 - ENGL& 102 Composition II,J   ,5.0,61,74,4,IND 103
3776 - ENGL& 102 Composition II,M   ,5.0,75,81,1,GWH 384
3776 - ENGL& 102 Composition II,M   ,5.0,75,81,2,GWH 384
3776 - ENGL& 102 Composition II,M   ,5.0,75,81,3,GWH 384
3776 - ENGL& 102 Composition II,M   ,5.0,75,81,4,GWH 384
3790 - ENGL& 102 Composition II,MO  ,5.0,91,104,1,TYE 301
3790 - ENGL& 102 Composition II,MO  ,5.0,91,104,3,TYE 301
3784 - ENGL& 102 Composition II,O   ,5.0,75,88,1,GWH 168
3784 - ENGL& 102 Composition II,O   ,5.0,75,88,3,GWH 168
3788 - ENGL& 102 Composition II,Q   ,5.0,89,102,1,GWH 378
3788 - ENGL& 102 Composition II,Q   ,5.0,89,102,3,GWH 378
3794 - ENGL& 102 Composition II,T   ,5.0,103,116,2,GWH 284
3794 - ENGL& 102 Composition II,T   ,5.0,103,116,4,GWH 284
3792 - ENGL& 102D Composition II,S   ,5.0,103,116,1,GWH 378
3792 - ENGL& 102D Composition II,S   ,5.0,103,116,3,GWH 378
3814 - ENGL& 113 Introduction to Poetry,A   ,5.0,54,60,1,GWH 284
3814 - ENGL& 113 Introduction to Poetry,A   ,5.0,54,60,2,GWH 284
3814 - ENGL& 113 Introduction to Poetry,A   ,5.0,54,60,3,GWH 284
3814 - ENGL& 113 Introduction to Poetry,A   ,5.0,54,60,4,GWH 284
3862 - ENGL& 230 Technical Writing,HY  ,3.0,106,114,2,WHI 352
3866 - ENGL& 235 Tech Writing & Research,HY  ,5.0,106,114,2,WHI 352
3866 - ENGL& 235 Tech Writing & Research,HY  ,5.0,106,114,4,WHI 352
3882 - ENGL& 246D American Literature III,A   ,5.0,61,67,1,GWH 382
3882 - ENGL& 246D American Literature III,A   ,5.0,61,67,2,GWH 382
3882 - ENGL& 246D American Literature III,A   ,5.0,61,67,3,GWH 382
3882 - ENGL& 246D American Literature III,A   ,5.0,61,67,4,GWH 382
3500 - ENGR 111 Introduction to Engineering I: Modeling and Analysis,A   ,5.0,61,72,1,WHI 253
3500 - ENGR 111 Introduction to Engineering I: Modeling and Analysis,A   ,5.0,61,72,2,WHI 253
3500 - ENGR 111 Introduction to Engineering I: Modeling and Analysis,A   ,5.0,61,72,4,WHI 253
3510 - ENGR 121 Introduction to Engineering 2: Computing and Design,A   ,5.0,75,91,1,WHI 353
3510 - ENGR 121 Introduction to Engineering 2: Computing and Design,A   ,5.0,75,91,3,WHI 353
3516 - ENGR 202 Design of Logic Circuits,S   ,5.0,97,119,2,WHI 353
3516 - ENGR 202 Design of Logic Circuits,S   ,5.0,97,119,4,WHI 353
3522 - ENGR 205 Electric Circuits Lab,A   ,1.5,75,91,5,WHI 353
3533 - ENGR 220 Mechanics Breaking Lab,B   ,2.0,75,80,2,WHI 253
3542 - ENGR 240 Applied Numerical Methods,HY  ,5.0,61,72,2,SHK 233
3542 - ENGR 240 Applied Numerical Methods,HY  ,5.0,61,72,4,SHK 233
3548 - ENGR 298 Interdisciplinary Design Project,A   ,2.0,85,101,1,WHI 203
3520 - ENGR& 204 Electric Circuits,A   ,5.0,75,88,2,WHI 365
3520 - ENGR& 204 Electric Circuits,A   ,5.0,75,88,4,WHI 365
3521 - ENGR& 204 Electric Circuits,S   ,5.0,97,110,1,WHI 353
3521 - ENGR& 204 Electric Circuits,S   ,5.0,97,110,3,WHI 353
3524 - ENGR& 214 Statics,HY  ,5.0,49,60,1,WHI 365
3524 - ENGR& 214 Statics,HY  ,5.0,49,60,3,WHI 365
3528 - ENGR& 215 Dynamics,S   ,5.0,97,110,2,WHI 365
3528 - ENGR& 215 Dynamics,S   ,5.0,97,110,4,WHI 365
3534 - ENGR& 224 Thermodynamics,A   ,5.0,75,88,1,WHI 365
3534 - ENGR& 224 Thermodynamics,A   ,5.0,75,88,3,WHI 365
4226 - FIRE 203 Building Construction for Fire Protection,HY  ,3.0,110,128,1,LBH 109
4232 - FIRE 249 Wildland Fire Fighting,A   ,2.5,47,102,7,OFF OFF
4232 - FIRE 249 Wildland Fire Fighting,A   ,2.5,47,102,7,OFF OFF
4262 - FRCH& 122 French II,A   ,5.0,68,74,1,GWH 286
4262 - FRCH& 122 French II,A   ,5.0,68,74,2,GWH 286
4262 - FRCH& 122 French II,A   ,5.0,68,74,3,GWH 286
4262 - FRCH& 122 French II,A   ,5.0,68,74,4,GWH 286
4516 - GEOG 101 Introduction to Geography,A   ,5.0,68,74,1,GWH 384
4516 - GEOG 101 Introduction to Geography,A   ,5.0,68,74,2,GWH 384
4516 - GEOG 101 Introduction to Geography,A   ,5.0,68,74,3,GWH 384
4516 - GEOG 101 Introduction to Geography,A   ,5.0,68,74,4,GWH 384
4520 - GEOG 201D Cultural Geography,A   ,5.0,61,67,1,GWH 384
4520 - GEOG 201D Cultural Geography,A   ,5.0,61,67,2,GWH 384
4520 - GEOG 201D Cultural Geography,A   ,5.0,61,67,3,GWH 384
4520 - GEOG 201D Cultural Geography,A   ,5.0,61,67,4,GWH 384
4522 - GEOG 205 Physical Geography,A   ,5.0,49,60,1,GWH 384
4522 - GEOG 205 Physical Geography,A   ,5.0,49,60,3,GWH 384
4580 - GEOL& 110 Environmental Geology,A   ,5.0,49,60,2,WHI 238
4580 - GEOL& 110 Environmental Geology,A   ,5.0,49,60,3,WHI 238
4580 - GEOL& 110 Environmental Geology,A   ,5.0,49,60,4,WHI 238
4624 - GERM& 123 German III,A   ,5.0,61,67,1,GWH 274
4624 - GERM& 123 German III,A   ,5.0,61,67,2,GWH 274
4624 - GERM& 123 German III,A   ,5.0,61,67,3,GWH 274
4624 - GERM& 123 German III,A   ,5.0,61,67,4,GWH 274
4697 - GRAPH 115 Infographic Design,A   ,5.0,61,72,1,WHI 355
4697 - GRAPH 115 Infographic Design,A   ,5.0,61,72,3,WHI 355
4697 - GRAPH 115 Infographic Design,A   ,5.0,61,72,5,WHI 355
4698 - GRAPH 115 Infographic Design,S   ,5.0,103,120,2,WHI 355
4698 - GRAPH 115 Infographic Design,S   ,5.0,103,120,4,WHI 355
4701 - GRAPH 118 Graphic Design Process,A   ,5.0,82,99,1,WHI 355
4701 - GRAPH 118 Graphic Design Process,A   ,5.0,82,99,3,WHI 355
4954 - H DEV 155 Human Relations in the Workplace,HY1 ,3.0,89,101,1,GWH 166
4838 - HIST& 148 US History III,MO  ,5.0,77,90,2,TYE 301
4838 - HIST& 148 US History III,MO  ,5.0,77,90,4,TYE 301
4854 - HIST& 214 Pacific Northwest History,A   ,5.0,61,74,2,GWH 270
4854 - HIST& 214 Pacific Northwest History,A   ,5.0,61,74,4,GWH 270
4738 - HLTH 080 HIV/AIDS Training,A   ,0.7,49,97,5,LBH 109
4754 - HLTH 100 Medical Terminology,S   ,5.0,117,132,1,LBH 106
4754 - HLTH 100 Medical Terminology,S   ,5.0,117,132,3,LBH 106
4762 - HLTH 104 Critical Inquiry in Healthcare,A   ,3.0,75,84,1,LBH 207
4762 - HLTH 104 Critical Inquiry in Healthcare,A   ,3.0,75,84,3,LBH 207
4768 - HLTH 107 Administrative Skills - Computer Applications,HY  ,3.0,61,67,1,LBH 207
4768 - HLTH 107 Administrative Skills - Computer Applications,HY  ,3.0,61,67,3,LBH 207
4772 - HLTH 130 Disease and Pathology,HY  ,5.0,61,74,2,LBH 209
4772 - HLTH 130 Disease and Pathology,HY  ,5.0,61,74,4,LBH 209
4776 - HLTH 140 Emergency Care Procedures,A   ,3.0,75,121,5,LBH 209
4778 - HLTH 150D Intercultural Communication in Health Care,HY  ,5.0,103,116,2,LBH 207
4780 - HLTH 160 Medical Interpreting - Spanish,HY  ,5.0,103,116,1,LBH 207
4780 - HLTH 160 Medical Interpreting - Spanish,HY  ,5.0,103,116,3,LBH 207
4782 - HLTH 191 Clinical Skills - Surgical,A   ,4.0,49,60,1,LBH 207
4786 - HLTH 210 Principles of Pharmacology,HY  ,4.0,61,74,5,LBH 209
4794 - HLTH 214 Clinical Skills - Ambulatory,A   ,4.0,68,73,2,LBH 207
4794 - HLTH 214 Clinical Skills - Ambulatory,A   ,4.0,68,73,4,LBH 207
4798 - HLTH 251 Medical Assisting Clinical Practicum,S   ,6.0,103,116,2,LBH 209
0701 - HSC 023 High School Completion English 3,HSC ,5.0,61,67,1,BAK 205
0701 - HSC 023 High School Completion English 3,HSC ,5.0,61,67,2,BAK 205
0701 - HSC 023 High School Completion English 3,HSC ,5.0,61,67,3,BAK 205
0701 - HSC 023 High School Completion English 3,HSC ,5.0,61,67,4,BAK 205
0475 - HSC 060 High School General Science 1,HSC ,5.0,110,123,2,RAI 207
0475 - HSC 060 High School General Science 1,HSC ,5.0,110,123,4,RAI 207
0591 - HSC 081 Geometry I,HSC ,5.0,68,74,1,BAK 205
0591 - HSC 081 Geometry I,HSC ,5.0,68,74,2,BAK 205
0591 - HSC 081 Geometry I,HSC ,5.0,68,74,3,BAK 205
0591 - HSC 081 Geometry I,HSC ,5.0,68,74,4,BAK 205
4999 - HUM 247D Introduction to World Religions,MO  ,5.0,105,118,1,TYE 301
4999 - HUM 247D Introduction to World Religions,MO  ,5.0,105,118,3,TYE 301
0298 - IEP 051 American Culture,C   ,3.0,86,94,2,BAK 206
0298 - IEP 051 American Culture,C   ,3.0,86,94,4,BAK 206
0300 - IEP 063 Intensive Listening and Speaking 1,A   ,3.0,61,69,1,BAK 102
0300 - IEP 063 Intensive Listening and Speaking 1,A   ,3.0,61,69,3,BAK 102
0310 - IEP 065 Intensive Listening and Speaking 2,A   ,3.0,61,69,1,BAK 202
0310 - IEP 065 Intensive Listening and Speaking 2,A   ,3.0,61,69,3,BAK 202
0312 - IEP 065 Intensive Listening and Speaking 2,B   ,3.0,61,69,2,BAK 202
0312 - IEP 065 Intensive Listening and Speaking 2,B   ,3.0,61,69,4,BAK 202
0320 - IEP 073 Intensive Grammar 1,A   ,4.0,54,59,1,BAK 202
0320 - IEP 073 Intensive Grammar 1,A   ,4.0,54,59,2,BAK 202
0320 - IEP 073 Intensive Grammar 1,A   ,4.0,54,59,3,BAK 202
0320 - IEP 073 Intensive Grammar 1,A   ,4.0,54,59,4,BAK 202
0330 - IEP 075 Intensive Grammar 2,A   ,4.0,54,59,1,RAI 202
0330 - IEP 075 Intensive Grammar 2,A   ,4.0,54,59,2,RAI 202
0330 - IEP 075 Intensive Grammar 2,A   ,4.0,54,59,3,RAI 202
0330 - IEP 075 Intensive Grammar 2,A   ,4.0,54,59,4,RAI 202
0340 - IEP 083 Intensive Reading 1,A   ,4.0,75,85,1,BAK 205
0340 - IEP 083 Intensive Reading 1,A   ,4.0,75,85,3,BAK 205
0350 - IEP 085 Intensive Reading 2,A   ,4.0,75,85,1,BAK 202
0350 - IEP 085 Intensive Reading 2,A   ,4.0,75,85,3,BAK 202
0352 - IEP 085 Intensive Reading 2,B   ,4.0,75,85,2,BAK 205
0352 - IEP 085 Intensive Reading 2,B   ,4.0,75,85,4,BAK 205
0362 - IEP 093 Intensive Writing 1,A   ,4.0,75,85,2,MON 110
0362 - IEP 093 Intensive Writing 1,A   ,4.0,75,85,4,MON 110
0370 - IEP 095 Intensive Writing 2,A   ,4.0,75,85,1,BAK 206
0370 - IEP 095 Intensive Writing 2,A   ,4.0,75,85,3,BAK 206
0372 - IEP 095 Intensive Writing 2,B   ,4.0,75,85,2,BAK 206
0372 - IEP 095 Intensive Writing 2,B   ,4.0,75,85,4,BAK 206
5123 - IT 108 Operating Systems Fundamentals,S   ,5.0,103,116,1,SHK 230
5123 - IT 108 Operating Systems Fundamentals,S   ,5.0,103,116,3,SHK 230
5125 - IT 117 CCNA 1: Introduction to Networking,S   ,5.0,103,116,1,SHK 232
5125 - IT 117 CCNA 1: Introduction to Networking,S   ,5.0,103,116,3,SHK 232
5129 - IT 122 CCNA 2: Networking Routing and Switching Essentials,S   ,5.0,103,116,1,SHK 223
5129 - IT 122 CCNA 2: Networking Routing and Switching Essentials,S   ,5.0,103,116,3,SHK 223
5133 - IT 162 Computing Operation and Troubleshooting,S   ,4.0,117,127,1,SHK 230
5133 - IT 162 Computing Operation and Troubleshooting,S   ,4.0,117,127,3,SHK 230
5136 - IT 217 CCNA 3: Scaling Networks,S   ,5.0,103,116,2,SHK 232
5136 - IT 217 CCNA 3: Scaling Networks,S   ,5.0,103,116,4,SHK 232
5142 - IT 222 CCNA 4: Connecting Networks,S   ,5.0,103,116,2,SHK 232
5142 - IT 222 CCNA 4: Connecting Networks,S   ,5.0,103,116,4,SHK 232
5144 - IT 224 Server Administration Fundamentals,S   ,5.0,117,130,1,SHK 130
5144 - IT 224 Server Administration Fundamentals,S   ,5.0,117,130,3,SHK 130
5146 - IT 228 Information Security Fundamentals,S   ,5.0,117,130,2,SHK 230
5146 - IT 228 Information Security Fundamentals,S   ,5.0,117,130,4,SHK 230
5147 - IT 240 Linux Systems Administration,S   ,5.0,103,116,2,SHK K130
5147 - IT 240 Linux Systems Administration,S   ,5.0,103,116,4,SHK K130
5232 - JAPN& 122 Japanese II,A   ,5.0,75,81,1,NBI 101
5232 - JAPN& 122 Japanese II,A   ,5.0,75,81,2,NBI 101
5232 - JAPN& 122 Japanese II,A   ,5.0,75,81,3,NBI 101
5232 - JAPN& 122 Japanese II,A   ,5.0,75,81,4,NBI 101
5238 - JAPN& 123 Japanese III,S   ,5.0,103,116,2,NBI 101
5238 - JAPN& 123 Japanese III,S   ,5.0,103,116,4,NBI 101
5240 - JAPN& 223 Japanese VI,HY  ,5.0,103,116,3,NBI 101
5320 - JOURN 111 Multimedia Journalism,HY  ,5.0,61,72,1,WHI 264
5320 - JOURN 111 Multimedia Journalism,HY  ,5.0,61,72,3,WHI 264
5330 - JOURN 170 Student News Media,A   ,3.0,82,90,1,WHI 265
5330 - JOURN 170 Student News Media,A   ,3.0,82,90,3,WHI 265
5660 - MATH 060 Professional/Technical Math - Cosmetology,A   ,3.0,82,100,2,BAK 109
5680 - MATH 078 Review of Arithmetic and Algebra,A   ,2.0,54,60,1,RAI 349
5680 - MATH 078 Review of Arithmetic and Algebra,A   ,2.0,54,60,2,RAI 349
5680 - MATH 078 Review of Arithmetic and Algebra,A   ,2.0,54,60,3,RAI 349
5680 - MATH 078 Review of Arithmetic and Algebra,A   ,2.0,54,60,4,RAI 349
5682 - MATH 078 Review of Arithmetic and Algebra,B   ,2.0,61,67,1,RAI 349
5682 - MATH 078 Review of Arithmetic and Algebra,B   ,2.0,61,67,2,RAI 349
5682 - MATH 078 Review of Arithmetic and Algebra,B   ,2.0,61,67,3,RAI 349
5682 - MATH 078 Review of Arithmetic and Algebra,B   ,2.0,61,67,4,RAI 349
5684 - MATH 078 Review of Arithmetic and Algebra,C   ,2.0,68,74,1,RAI 349
5684 - MATH 078 Review of Arithmetic and Algebra,C   ,2.0,68,74,2,RAI 349
5684 - MATH 078 Review of Arithmetic and Algebra,C   ,2.0,68,74,3,RAI 349
5684 - MATH 078 Review of Arithmetic and Algebra,C   ,2.0,68,74,4,RAI 349
5686 - MATH 078 Review of Arithmetic and Algebra,D   ,2.0,75,81,1,RAI 349
5686 - MATH 078 Review of Arithmetic and Algebra,D   ,2.0,75,81,2,RAI 349
5686 - MATH 078 Review of Arithmetic and Algebra,D   ,2.0,75,81,3,RAI 349
5686 - MATH 078 Review of Arithmetic and Algebra,D   ,2.0,75,81,4,RAI 349
5698 - MATH 078 Review of Arithmetic and Algebra,S   ,2.0,103,116,1,RAI 349
5698 - MATH 078 Review of Arithmetic and Algebra,S   ,2.0,103,116,3,RAI 349
5700 - MATH 079 Self-Paced Arithmetic and Algebra,A   ,5.0,54,60,1,RAI 349
5700 - MATH 079 Self-Paced Arithmetic and Algebra,A   ,5.0,54,60,2,RAI 349
5700 - MATH 079 Self-Paced Arithmetic and Algebra,A   ,5.0,54,60,3,RAI 349
5700 - MATH 079 Self-Paced Arithmetic and Algebra,A   ,5.0,54,60,4,RAI 349
5702 - MATH 079 Self-Paced Arithmetic and Algebra,B   ,5.0,61,67,1,RAI 349
5702 - MATH 079 Self-Paced Arithmetic and Algebra,B   ,5.0,61,67,2,RAI 349
5702 - MATH 079 Self-Paced Arithmetic and Algebra,B   ,5.0,61,67,3,RAI 349
5702 - MATH 079 Self-Paced Arithmetic and Algebra,B   ,5.0,61,67,4,RAI 349
5704 - MATH 079 Self-Paced Arithmetic and Algebra,C   ,5.0,68,74,1,RAI 349
5704 - MATH 079 Self-Paced Arithmetic and Algebra,C   ,5.0,68,74,2,RAI 349
5704 - MATH 079 Self-Paced Arithmetic and Algebra,C   ,5.0,68,74,3,RAI 349
5704 - MATH 079 Self-Paced Arithmetic and Algebra,C   ,5.0,68,74,4,RAI 349
5708 - MATH 079 Self-Paced Arithmetic and Algebra,D   ,5.0,75,81,1,RAI 349
5708 - MATH 079 Self-Paced Arithmetic and Algebra,D   ,5.0,75,81,2,RAI 349
5708 - MATH 079 Self-Paced Arithmetic and Algebra,D   ,5.0,75,81,3,RAI 349
5708 - MATH 079 Self-Paced Arithmetic and Algebra,D   ,5.0,75,81,4,RAI 349
5718 - MATH 079 Self-Paced Arithmetic and Algebra,S   ,5.0,103,116,1,RAI 349
5718 - MATH 079 Self-Paced Arithmetic and Algebra,S   ,5.0,103,116,3,RAI 349
5720 - MATH 080 Introduction to Algebra,A   ,5.0,54,60,1,MON 220
5720 - MATH 080 Introduction to Algebra,A   ,5.0,54,60,2,MON 220
5720 - MATH 080 Introduction to Algebra,A   ,5.0,54,60,3,MON 220
5720 - MATH 080 Introduction to Algebra,A   ,5.0,54,60,4,MON 220
5722 - MATH 080 Introduction to Algebra,B   ,5.0,61,67,1,MON 210
5722 - MATH 080 Introduction to Algebra,B   ,5.0,61,67,2,MON 210
5722 - MATH 080 Introduction to Algebra,B   ,5.0,61,67,3,MON 210
5722 - MATH 080 Introduction to Algebra,B   ,5.0,61,67,4,MON 210
5724 - MATH 080 Introduction to Algebra,C   ,5.0,68,74,1,MON 210
5724 - MATH 080 Introduction to Algebra,C   ,5.0,68,74,2,MON 210
5724 - MATH 080 Introduction to Algebra,C   ,5.0,68,74,3,MON 210
5724 - MATH 080 Introduction to Algebra,C   ,5.0,68,74,4,MON 210
5726 - MATH 080 Introduction to Algebra,D   ,5.0,75,81,1,RAI 351
5726 - MATH 080 Introduction to Algebra,D   ,5.0,75,81,2,RAI 351
5726 - MATH 080 Introduction to Algebra,D   ,5.0,75,81,3,RAI 351
5726 - MATH 080 Introduction to Algebra,D   ,5.0,75,81,4,RAI 351
5730 - MATH 080 Introduction to Algebra,MH  ,5.0,69,75,2,TYE 303
5730 - MATH 080 Introduction to Algebra,MH  ,5.0,69,75,4,TYE 303
5738 - MATH 080 Introduction to Algebra,S   ,5.0,103,116,1,MON 202
5738 - MATH 080 Introduction to Algebra,S   ,5.0,103,116,3,MON 202
5750 - MATH 091 Elementary and Intermediate Algebra I,A   ,5.0,47,53,1,MON 203
